Tweet,Location,Coordinates,Timestamp,Username,Sentiment
I'm doubtful about the cultural significance of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",25/05/2023 09:48,michael08,Neutral
I'm fascinated by the long-term benefits of the Tren Maya and its potential for change.,Cancun,"(21.1619, -86.8515)",18/06/2023 05:55,linda70,Positive
I'm critical of the economic impact of the Tren Maya and its role in Mexico's development.,Chichen Itza,"(20.6843, -88.5678)",24/09/2023 02:55,xjackson,Negative
I have concerns regarding the environmental sustainability of the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",27/06/2023 07:04,angelalopez,Neutral
I'm uncertain about the design and route of the Tren Maya and its effects on the region.,Merida,"(20.9674, -89.5926)",26/05/2023 06:23,randallchristopher,Negative
I have concerns regarding the local community involvement in the Tren Maya and its role in Mexico's development.,Chichen Itza,"(20.6843, -88.5678)",25/02/2023 14:16,lori80,Neutral
I'm optimistic about the economic impact of the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",05/05/2023 15:03,dominiclong,Positive
I'm doubtful about the construction process of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",23/01/2023 06:53,ihansen,Negative
I'm fascinated by the long-term benefits of the Tren Maya and what it means for the future.,Playa del Carmen,"(20.6296, -87.0739)",24/02/2023 20:24,tcruz,Positive
I'm uncertain about the environmental sustainability of the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",13/09/2023 12:46,michaelnelson,Neutral
I'm doubtful about the funding and investments for the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",13/09/2023 01:09,mjohnson,Negative
I'm doubtful about the design and route of the Tren Maya and its potential for change.,Chichen Itza,"(20.6843, -88.5678)",03/09/2023 17:14,adampetersen,Negative
I'm uncertain about the construction process of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",13/10/2023 21:51,cindylawson,Negative
I'm doubtful about the construction process of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",22/05/2023 18:57,johnsonrachael,Negative
I'm critical of the long-term benefits of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",10/06/2023 20:26,alexandria59,Neutral
I'm curious about how the long-term benefits of the Tren Maya and its impact on local wildlife.,Merida,"(20.9674, -89.5926)",30/01/2023 17:47,ginamunoz,Positive
I'm impressed by the environmental sustainability of the Tren Maya and its impact on local wildlife.,Playa del Carmen,"(20.6296, -87.0739)",13/11/2023 15:48,norman34,Positive
I'm fascinated by the tourism potential of the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",11/07/2023 11:51,adavila,Positive
I'm critical of the funding and investments for the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",26/01/2023 06:01,crystal33,Negative
I'm impressed by the funding and investments for the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",17/09/2023 12:00,nelsonstacy,Positive
I'm optimistic about the tourism potential of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",29/06/2023 05:04,fhays,Positive
I wonder about the economic impact of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",04/03/2023 16:18,orobinson,Neutral
I wonder about the design and route of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",03/02/2023 07:38,andrea69,Neutral
I'm excited for the design and route of the Tren Maya and its influence on local culture.,Valladolid,"(20.6886, -88.2025)",29/10/2023 16:14,james72,Positive
I'm fascinated by the long-term benefits of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",23/10/2023 06:52,bradnavarro,Positive
I'm curious about how the construction process of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",15/05/2023 15:41,christopher71,Positive
I'm curious about how the tourism potential of the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",20/01/2023 23:31,aramirez,Positive
I'm fascinated by the environmental sustainability of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",18/09/2023 10:31,tim87,Positive
I wonder about the funding and investments for the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",15/05/2023 00:48,rgardner,Neutral
I'm excited for the long-term benefits of the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",07/03/2023 00:55,cohenmichael,Positive
I'm optimistic about the environmental sustainability of the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",29/05/2023 08:30,gabriellerodriguez,Positive
I'm fascinated by the environmental sustainability of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",19/04/2023 23:36,wrogers,Positive
I'm excited for the tourism potential of the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",11/03/2023 17:27,aolson,Positive
I wonder about the tourism potential of the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",06/05/2023 20:10,phughes,Neutral
I wonder about the funding and investments for the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",21/06/2023 05:45,robert97,Neutral
I'm cautious about the economic impact of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",10/04/2023 20:30,thomaschad,Negative
I have concerns regarding the environmental sustainability of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",10/01/2023 14:21,rjohnson,Neutral
I'm fascinated by the funding and investments for the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",11/09/2023 21:30,chavezmarvin,Positive
I'm doubtful about the funding and investments for the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",08/09/2023 19:40,parkeremily,Neutral
I'm curious about how the cultural significance of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",28/10/2023 12:02,kimberly16,Positive
I'm cautious about the economic impact of the Tren Maya and what it means for the future.,Merida,"(20.9674, -89.5926)",05/10/2023 02:58,tiffanyrodriguez,Negative
I'm supportive of the funding and investments for the Tren Maya and its influence on local culture.,Merida,"(20.9674, -89.5926)",31/05/2023 07:14,christopher98,Positive
I'm impressed by the design and route of the Tren Maya and what it means for the future.,Playa del Carmen,"(20.6296, -87.0739)",04/08/2023 05:20,cturner,Positive
I wonder about the construction process of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",22/01/2023 03:19,matthewyates,Neutral
I'm uncertain about the long-term benefits of the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",17/10/2023 03:10,william94,Positive
I'm cautious about the long-term benefits of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",10/04/2023 01:55,porteraudrey,Positive
I'm optimistic about the local community involvement in the Tren Maya and the challenges it faces.,Tulum,"(20.2114, -87.4654)",09/04/2023 08:13,hubbardmiguel,Positive
I'm uncertain about the economic impact of the Tren Maya and its potential for change.,Cancun,"(21.1619, -86.8515)",18/01/2023 20:47,johnreed,Negative
I'm uncertain about the construction process of the Tren Maya and the opportunities it presents.,Bacalar,"(18.6783, -88.3926)",02/10/2023 08:33,ajohnson,Positive
I wonder about the funding and investments for the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",31/10/2023 09:10,haynesglenn,Positive
I'm optimistic about the cultural significance of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",19/08/2023 04:03,angelamcmillan,Positive
I'm critical of the economic impact of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",30/08/2023 19:23,timothy57,Negative
I wonder about the construction process of the Tren Maya and its influence on local culture.,Cancun,"(21.1619, -86.8515)",01/06/2023 06:13,brandon59,Neutral
I'm impressed by the environmental sustainability of the Tren Maya and the opportunities it presents.,Bacalar,"(18.6783, -88.3926)",09/02/2023 18:48,kross,Positive
I'm doubtful about the funding and investments for the Tren Maya and its possible global significance.,Campeche,"(19.8454, -90.5237)",05/02/2023 04:18,ericaalvarez,Neutral
I'm fascinated by the funding and investments for the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",21/01/2023 07:40,hburton,Positive
I'm supportive of the cultural significance of the Tren Maya and the challenges it faces.,Playa del Carmen,"(20.6296, -87.0739)",16/01/2023 22:01,smithashley,Positive
I'm fascinated by the funding and investments for the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",12/05/2023 22:34,jacobharris,Positive
I'm supportive of the economic impact of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",13/05/2023 22:03,nancyclark,Positive
I wonder about the tourism potential of the Tren Maya and the opportunities it presents.,Campeche,"(19.8454, -90.5237)",10/05/2023 22:19,michaellittle,Positive
I have concerns regarding the economic impact of the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",07/06/2023 18:31,reginahernandez,Neutral
I'm doubtful about the economic impact of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",20/06/2023 05:20,lucasnancy,Negative
I'm supportive of the long-term benefits of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",16/03/2023 17:19,dawnlawrence,Positive
I wonder about the design and route of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",22/04/2023 02:24,thomas04,Neutral
I'm impressed by the long-term benefits of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",05/05/2023 16:53,alexis93,Positive
I'm impressed by the tourism potential of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",27/08/2023 15:20,walterseric,Positive
I'm excited for the long-term benefits of the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",29/08/2023 02:21,oboyle,Positive
I'm fascinated by the funding and investments for the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",23/01/2023 22:07,wilkersoneduardo,Positive
I'm supportive of the funding and investments for the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",31/01/2023 17:57,yjones,Positive
I'm excited for the funding and investments for the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",15/10/2023 04:54,beckybrown,Positive
I'm supportive of the design and route of the Tren Maya and the opportunities it presents.,Campeche,"(19.8454, -90.5237)",19/04/2023 00:59,antonio74,Positive
I'm excited for the design and route of the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",13/08/2023 21:49,briandavis,Positive
I'm critical of the tourism potential of the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",17/05/2023 20:56,udavis,Negative
I'm doubtful about the long-term benefits of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",10/04/2023 13:20,phyllis96,Neutral
I'm cautious about the economic impact of the Tren Maya and the opportunities it presents.,Tulum,"(20.2114, -87.4654)",13/03/2023 17:18,montoyaerica,Positive
I'm doubtful about the local community involvement in the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",11/04/2023 04:54,moralesrobert,Negative
I'm critical of the long-term benefits of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",24/04/2023 07:24,zscott,Positive
I'm fascinated by the local community involvement in the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",25/11/2023 20:53,raymondcox,Positive
I'm excited for the long-term benefits of the Tren Maya and the opportunities it presents.,Tulum,"(20.2114, -87.4654)",01/07/2023 15:15,thompsontracy,Positive
I'm fascinated by the design and route of the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",07/07/2023 01:33,michael33,Positive
I'm optimistic about the environmental sustainability of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",31/10/2023 04:06,trevinobrian,Positive
